event_id,event_name,event_type_general_code,event_type_code,ranking_year,ranking_month,ranking_week,competitor_id,player_name,dob,gender,country_code,age_category_code,is_retired,sub_event_code,ranking_category_code,category_code,result_position,matches_played,matches_won,matches_lost,qualifier,zero_point_penalty
80002,WCH Event 2,WCH,WCH,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90002,SEN Player 2,1996-02-15,M,JPN,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90003,SEN Player 3,1997-03-15,M,GER,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90004,SEN Player 4,1998-04-15,M,FRA,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90005,SEN Player 5,1999-05-15,M,BRA,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90006,SEN Player 6,2000-06-15,M,USA,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90007,SEN Player 7,2001-07-15,M,SWE,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90008,SEN Player 8,2002-08-15,M,KOR,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90009,SEN Player 9,1995-09-15,M,EGY,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,W,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,R16,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,R32,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,QF,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,SF,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90010,SEN Player 10,1996-01-15,M,IND,SEN,0,MS,MS,SEN,F,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,W,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,R32,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90011,SEN Player 11,1997-02-15,F,ROU,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,R32,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90012,SEN Player 12,1998-03-15,F,POL,SEN,0,WS,WS,SEN,W,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,R32,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,W,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90013,SEN Player 13,1999-04-15,F,NGR,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,R32,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,W,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90014,SEN Player 14,2000-05-15,F,AUS,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80001,WCH Event 1,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80002,WCH Event 2,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,R32,3,2,1,0,0
80003,WCH Event 3,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
80004,WCH Event 4,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80005,WCH Event 5,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80006,WCH Event 6,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,R16,3,2,1,0,0
80007,WCH Event 7,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,W,3,2,1,0,0
80008,WCH Event 8,WCH,WCH,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,F,3,2,1,0,0
80009,Con Event 9,Con,Con,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,SF,3,2,1,0,0
80010,Con Event 10,Con,Con,2026,1,1,90015,SEN Player 15,2001-06-15,F,CAN,SEN,0,WS,WS,SEN,QF,3,2,1,0,0
