event_id,event_name,event_type_general_code,event_type_code,ranking_year,ranking_month,ranking_week,competitor_id,player_name,dob,gender,country_code,age_category_code,is_retired,sub_event_code,ranking_category_code,category_code,result_position,matches_played,matches_won,matches_lost,qualifier,zero_point_penalty
81009,WCDR64 Event 9,WCDR64,WCDR64,2026,1,1,91006,YOU Player 6,2010-06-10,M,USA,U17,0,MS,MS,YOU,SF,3,2,1,0,0
81010,WCDR64 Event 10,WCDR64,WCDR64,2026,1,1,91006,YOU Player 6,2010-06-10,M,USA,U17,0,MS,MS,YOU,QF,3,2,1,0,0
81011,WCDR64 Event 11,WCDR64,WCDR64,2026,1,1,91006,YOU Player 6,2010-06-10,M,USA,U17,0,MS,MS,YOU,R16,3,2,1,0,0
81001,WCDR64 Event 1,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,R64,3,2,1,0,0
81002,WCDR64 Event 2,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81003,WCDR64 Event 3,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81004,WCDR64 Event 4,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,F,3,2,1,0,0
81005,WCDR64 Event 5,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81006,WCDR64 Event 6,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,W,3,2,1,0,0
81007,WCDR64 Event 7,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,F,3,2,1,0,0
81008,WCDR64 Event 8,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81009,WCDR64 Event 9,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81010,WCDR64 Event 10,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81011,WCDR64 Event 11,WCDR64,WCDR64,2026,1,1,91007,YOU Player 7,2009-07-10,F,SWE,U17,0,WS,WS,YOU,R32,3,2,1,0,0
81001,WCDR64 Event 1,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81002,WCDR64 Event 2,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81003,WCDR64 Event 3,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,F,3,2,1,0,0
81004,WCDR64 Event 4,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81005,WCDR64 Event 5,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,W,3,2,1,0,0
81006,WCDR64 Event 6,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,F,3,2,1,0,0
81007,WCDR64 Event 7,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81008,WCDR64 Event 8,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81009,WCDR64 Event 9,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81010,WCDR64 Event 10,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,R32,3,2,1,0,0
81011,WCDR64 Event 11,WCDR64,WCDR64,2026,1,1,91008,YOU Player 8,2010-08-10,F,KOR,U17,0,WS,WS,YOU,R64,3,2,1,0,0
81001,WCDR64 Event 1,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81002,WCDR64 Event 2,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,F,3,2,1,0,0
81003,WCDR64 Event 3,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81004,WCDR64 Event 4,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,W,3,2,1,0,0
81005,WCDR64 Event 5,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,F,3,2,1,0,0
81006,WCDR64 Event 6,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81007,WCDR64 Event 7,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81008,WCDR64 Event 8,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81009,WCDR64 Event 9,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,R32,3,2,1,0,0
81010,WCDR64 Event 10,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,R64,3,2,1,0,0
81011,WCDR64 Event 11,WCDR64,WCDR64,2026,1,1,91009,YOU Player 9,2009-09-10,F,EGY,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81001,WCDR64 Event 1,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,F,3,2,1,0,0
81002,WCDR64 Event 2,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81003,WCDR64 Event 3,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,W,3,2,1,0,0
81004,WCDR64 Event 4,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,F,3,2,1,0,0
81005,WCDR64 Event 5,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81006,WCDR64 Event 6,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81007,WCDR64 Event 7,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81008,WCDR64 Event 8,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,R32,3,2,1,0,0
81009,WCDR64 Event 9,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,R64,3,2,1,0,0
81010,WCDR64 Event 10,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81011,WCDR64 Event 11,WCDR64,WCDR64,2026,1,1,91010,YOU Player 10,2010-01-10,F,IND,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81001,WCDR64 Event 1,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81002,WCDR64 Event 2,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,W,3,2,1,0,0
81003,WCDR64 Event 3,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,F,3,2,1,0,0
81004,WCDR64 Event 4,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81005,WCDR64 Event 5,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81006,WCDR64 Event 6,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81007,WCDR64 Event 7,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,R32,3,2,1,0,0
81008,WCDR64 Event 8,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,R64,3,2,1,0,0
81009,WCDR64 Event 9,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81010,WCDR64 Event 10,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81011,WCDR64 Event 11,WCDR64,WCDR64,2026,1,1,91011,YOU Player 11,2009-02-10,F,ROU,U17,0,WS,WS,YOU,F,3,2,1,0,0
81001,WCDR64 Event 1,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,W,3,2,1,0,0
81002,WCDR64 Event 2,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,F,3,2,1,0,0
81003,WCDR64 Event 3,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81004,WCDR64 Event 4,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81005,WCDR64 Event 5,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81006,WCDR64 Event 6,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,R32,3,2,1,0,0
81007,WCDR64 Event 7,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,R64,3,2,1,0,0
81008,WCDR64 Event 8,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,QF,3,2,1,0,0
81009,WCDR64 Event 9,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,SF,3,2,1,0,0
81010,WCDR64 Event 10,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,F,3,2,1,0,0
81011,WCDR64 Event 11,WCDR64,WCDR64,2026,1,1,91012,YOU Player 12,2010-03-10,F,POL,U17,0,WS,WS,YOU,R16,3,2,1,0,0
81012,COC Event,COC,COC,2026,1,1,91013,YOU Doubles Player A,2011-03-01,M,CHN,U15,0,MD,MD,YOU,W,2,1,1,0,0
